,path,items,AGM
2749,GZIP_y2016_s5000/CIK__1573516__serial__911775__date__2016-11-02.txt.gz,False,False
2750,GZIP_y2016_s5000/CIK__1574085__serial__857212__date__2016-03-21.txt.gz,False,False
2751,GZIP_y2016_s5000/CIK__1574085__serial__876453__date__2016-04-08.txt.gz,False,False
2752,GZIP_y2016_s5000/CIK__1574085__serial__894911__date__2016-08-09.txt.gz,True,True
2753,GZIP_y2016_s5000/CIK__1574085__serial__894912__date__2016-09-08.txt.gz,False,False
2754,GZIP_y2016_s5000/CIK__1574085__serial__911787__date__2016-12-12.txt.gz,False,False
2755,GZIP_y2016_s5000/CIK__1574186__serial__857216__date__2016-01-15.txt.gz,False,False
2756,GZIP_y2016_s5000/CIK__1574235__serial__894917__date__2016-08-04.txt.gz,False,False
2757,GZIP_y2016_s5000/CIK__1574532__serial__857226__date__2016-02-19.txt.gz,False,False
2758,GZIP_y2016_s5000/CIK__1574540__serial__857229__date__2016-01-21.txt.gz,False,False
2759,GZIP_y2016_s5000/CIK__1574540__serial__857230__date__2016-02-29.txt.gz,False,False
2760,GZIP_y2016_s5000/CIK__1574540__serial__894925__date__2016-07-06.txt.gz,False,False
2761,GZIP_y2016_s5000/CIK__1574596__serial__911801__date__2016-11-04.txt.gz,False,False
2762,GZIP_y2016_s5000/CIK__1574774__serial__857235__date__2016-02-17.txt.gz,False,False
2763,GZIP_y2016_s5000/CIK__1574815__serial__876497__date__2016-06-03.txt.gz,False,False
2764,GZIP_y2016_s5000/CIK__1574815__serial__911810__date__2016-11-07.txt.gz,False,False
2765,GZIP_y2016_s5000/CIK__1575189__serial__876511__date__2016-06-02.txt.gz,False,False
2766,GZIP_y2016_s5000/CIK__1575259__serial__857251__date__2016-02-18.txt.gz,False,False
2767,GZIP_y2016_s5000/CIK__1575259__serial__894951__date__2016-07-13.txt.gz,False,False
2768,GZIP_y2016_s5000/CIK__1575319__serial__894952__date__2016-07-20.txt.gz,False,False
2769,GZIP_y2016_s5000/CIK__1575345__serial__911830__date__2016-12-05.txt.gz,False,False
2770,GZIP_y2016_s5000/CIK__1575420__serial__911835__date__2016-11-28.txt.gz,True,False
2771,GZIP_y2016_s5000/CIK__1575428__serial__876525__date__2016-05-27.txt.gz,False,False
2772,GZIP_y2016_s5000/CIK__1575515__serial__876528__date__2016-05-05.txt.gz,False,False
2773,GZIP_y2016_s5000/CIK__1575793__serial__876533__date__2016-05-10.txt.gz,False,False
2774,GZIP_y2016_s5000/CIK__1575879__serial__876541__date__2016-05-27.txt.gz,False,False
2775,GZIP_y2016_s5000/CIK__1575879__serial__894972__date__2016-08-02.txt.gz,False,False
2776,GZIP_y2016_s5000/CIK__1575879__serial__894974__date__2016-09-26.txt.gz,False,False
2777,GZIP_y2016_s5000/CIK__1576018__serial__876553__date__2016-05-05.txt.gz,False,False
2778,GZIP_y2016_s5000/CIK__1576018__serial__911863__date__2016-12-06.txt.gz,True,False
2779,GZIP_y2016_s5000/CIK__1576169__serial__911865__date__2016-11-03.txt.gz,False,False
2780,GZIP_y2016_s5000/CIK__1576263__serial__894992__date__2016-08-04.txt.gz,False,False
2781,GZIP_y2016_s5000/CIK__1577095__serial__857299__date__2016-01-08.txt.gz,False,False
2782,GZIP_y2016_s5000/CIK__1577095__serial__876584__date__2016-05-26.txt.gz,False,False
2783,GZIP_y2016_s5000/CIK__1577134__serial__876586__date__2016-04-26.txt.gz,True,False
2784,GZIP_y2016_s5000/CIK__1577189__serial__857307__date__2016-02-26.txt.gz,False,False
2785,GZIP_y2016_s5000/CIK__1577230__serial__857309__date__2016-02-22.txt.gz,False,False
2786,GZIP_y2016_s5000/CIK__1577230__serial__876588__date__2016-05-03.txt.gz,False,False
2787,GZIP_y2016_s5000/CIK__1577603__serial__895010__date__2016-08-26.txt.gz,False,False
2788,GZIP_y2016_s5000/CIK__1577791__serial__857324__date__2016-02-09.txt.gz,False,False
2789,GZIP_y2016_s5000/CIK__1577916__serial__876595__date__2016-05-02.txt.gz,False,False
2790,GZIP_y2016_s5000/CIK__1577916__serial__895016__date__2016-08-12.txt.gz,True,False
2791,GZIP_y2016_s5000/CIK__1578318__serial__857342__date__2016-02-26.txt.gz,True,False
2792,GZIP_y2016_s5000/CIK__1578735__serial__876613__date__2016-04-28.txt.gz,True,False
2793,GZIP_y2016_s5000/CIK__1578845__serial__895036__date__2016-08-02.txt.gz,False,False
2794,GZIP_y2016_s5000/CIK__1578845__serial__895037__date__2016-08-03.txt.gz,False,False
2795,GZIP_y2016_s5000/CIK__1578845__serial__911933__date__2016-10-31.txt.gz,False,False
2796,GZIP_y2016_s5000/CIK__1578845__serial__911937__date__2016-12-02.txt.gz,False,False
2797,GZIP_y2016_s5000/CIK__1578987__serial__857362__date__2016-02-25.txt.gz,False,False
2798,GZIP_y2016_s5000/CIK__1579010__serial__895049__date__2016-09-16.txt.gz,False,False
2799,GZIP_y2016_s5000/CIK__1579252__serial__857372__date__2016-03-01.txt.gz,False,False
2800,GZIP_y2016_s5000/CIK__1579252__serial__911948__date__2016-11-21.txt.gz,True,False
2801,GZIP_y2016_s5000/CIK__1579412__serial__876645__date__2016-06-08.txt.gz,False,False
2802,GZIP_y2016_s5000/CIK__1579412__serial__895064__date__2016-08-17.txt.gz,False,False
2803,GZIP_y2016_s5000/CIK__1579412__serial__895066__date__2016-09-07.txt.gz,False,False
2804,GZIP_y2016_s5000/CIK__1579412__serial__911955__date__2016-10-26.txt.gz,False,False
2805,GZIP_y2016_s5000/CIK__1579471__serial__857387__date__2016-01-28.txt.gz,False,False
2806,GZIP_y2016_s5000/CIK__1579877__serial__876660__date__2016-05-05.txt.gz,False,False
2807,GZIP_y2016_s5000/CIK__1580156__serial__895087__date__2016-09-23.txt.gz,True,False
2808,GZIP_y2016_s5000/CIK__1580185__serial__911975__date__2016-10-27.txt.gz,False,False
2809,GZIP_y2016_s5000/CIK__1580345__serial__876678__date__2016-05-20.txt.gz,False,False
2810,GZIP_y2016_s5000/CIK__1580608__serial__876682__date__2016-04-07.txt.gz,True,False
2811,GZIP_y2016_s5000/CIK__1580673__serial__911988__date__2016-11-18.txt.gz,False,False
2812,GZIP_y2016_s5000/CIK__1580905__serial__876697__date__2016-05-05.txt.gz,False,False
2813,GZIP_y2016_s5000/CIK__1580905__serial__911996__date__2016-10-31.txt.gz,False,False
2814,GZIP_y2016_s5000/CIK__1581164__serial__895131__date__2016-09-27.txt.gz,False,False
2815,GZIP_y2016_s5000/CIK__1581164__serial__912012__date__2016-12-12.txt.gz,False,False
2816,GZIP_y2016_s5000/CIK__1581164__serial__912014__date__2016-12-16.txt.gz,False,False
2817,GZIP_y2016_s5000/CIK__1581405__serial__876716__date__2016-04-15.txt.gz,False,False
2818,GZIP_y2016_s5000/CIK__1581720__serial__857438__date__2016-03-15.txt.gz,False,False
2819,GZIP_y2016_s5000/CIK__1581720__serial__912020__date__2016-12-19.txt.gz,False,False
2820,GZIP_y2016_s5000/CIK__1581908__serial__857443__date__2016-02-25.txt.gz,False,False
2821,GZIP_y2016_s5000/CIK__1581908__serial__876730__date__2016-05-09.txt.gz,False,False
2822,GZIP_y2016_s5000/CIK__1581990__serial__876735__date__2016-05-04.txt.gz,False,False
2823,GZIP_y2016_s5000/CIK__1581990__serial__895151__date__2016-07-14.txt.gz,False,False
2824,GZIP_y2016_s5000/CIK__1582086__serial__876740__date__2016-05-17.txt.gz,False,False
2825,GZIP_y2016_s5000/CIK__1582086__serial__912036__date__2016-10-06.txt.gz,False,False
2826,GZIP_y2016_s5000/CIK__1582244__serial__876742__date__2016-04-22.txt.gz,False,True
2827,GZIP_y2016_s5000/CIK__1582249__serial__895163__date__2016-08-19.txt.gz,False,False
2828,GZIP_y2016_s5000/CIK__1582341__serial__895169__date__2016-07-01.txt.gz,False,False
2829,GZIP_y2016_s5000/CIK__1582966__serial__857474__date__2016-03-02.txt.gz,False,False
2830,GZIP_y2016_s5000/CIK__1582966__serial__876767__date__2016-06-08.txt.gz,False,False
2831,GZIP_y2016_s5000/CIK__1582982__serial__895195__date__2016-07-18.txt.gz,False,False
2832,GZIP_y2016_s5000/CIK__1583077__serial__857483__date__2016-02-16.txt.gz,False,False
2833,GZIP_y2016_s5000/CIK__1583107__serial__857489__date__2016-03-14.txt.gz,False,False
2834,GZIP_y2016_s5000/CIK__1583648__serial__876791__date__2016-05-12.txt.gz,False,False
2835,GZIP_y2016_s5000/CIK__1583648__serial__912078__date__2016-11-10.txt.gz,False,False
2836,GZIP_y2016_s5000/CIK__1583744__serial__857496__date__2016-01-12.txt.gz,False,False
2837,GZIP_y2016_s5000/CIK__1583771__serial__895227__date__2016-08-02.txt.gz,False,False
2838,GZIP_y2016_s5000/CIK__1584207__serial__857508__date__2016-01-25.txt.gz,False,False
2839,GZIP_y2016_s5000/CIK__1584207__serial__857512__date__2016-03-25.txt.gz,False,False
2840,GZIP_y2016_s5000/CIK__1584207__serial__876812__date__2016-05-05.txt.gz,False,False
2841,GZIP_y2016_s5000/CIK__1584423__serial__895246__date__2016-09-27.txt.gz,False,False
2842,GZIP_y2016_s5000/CIK__1584423__serial__912090__date__2016-12-19.txt.gz,False,False
2843,GZIP_y2016_s5000/CIK__1584584__serial__912093__date__2016-10-14.txt.gz,True,False
2844,GZIP_y2016_s5000/CIK__1584618__serial__895248__date__2016-09-07.txt.gz,False,False
2845,GZIP_y2016_s5000/CIK__1584754__serial__912098__date__2016-10-31.txt.gz,False,False
2846,GZIP_y2016_s5000/CIK__1584831__serial__857525__date__2016-01-20.txt.gz,False,False
2847,GZIP_y2016_s5000/CIK__1584952__serial__876839__date__2016-06-02.txt.gz,True,False
2848,GZIP_y2016_s5000/CIK__1584952__serial__895257__date__2016-08-03.txt.gz,False,False
2849,GZIP_y2016_s5000/CIK__1585101__serial__895264__date__2016-07-01.txt.gz,False,False
2850,GZIP_y2016_s5000/CIK__1585101__serial__912124__date__2016-12-01.txt.gz,False,False
2851,GZIP_y2016_s5000/CIK__1585219__serial__895274__date__2016-08-12.txt.gz,False,False
2852,GZIP_y2016_s5000/CIK__1585219__serial__912127__date__2016-11-10.txt.gz,False,False
2853,GZIP_y2016_s5000/CIK__1585364__serial__857549__date__2016-03-16.txt.gz,False,False
2854,GZIP_y2016_s5000/CIK__1585364__serial__876859__date__2016-04-25.txt.gz,True,False
2855,GZIP_y2016_s5000/CIK__1585389__serial__857550__date__2016-01-12.txt.gz,False,False
2856,GZIP_y2016_s5000/CIK__1585389__serial__857554__date__2016-02-11.txt.gz,False,False
2857,GZIP_y2016_s5000/CIK__1585389__serial__857556__date__2016-03-31.txt.gz,False,False
2858,GZIP_y2016_s5000/CIK__1585389__serial__876868__date__2016-05-03.txt.gz,False,False
2859,GZIP_y2016_s5000/CIK__1585389__serial__876871__date__2016-06-07.txt.gz,False,False
2860,GZIP_y2016_s5000/CIK__1585389__serial__895282__date__2016-09-13.txt.gz,False,False
2861,GZIP_y2016_s5000/CIK__1585644__serial__912138__date__2016-11-10.txt.gz,False,False
2862,GZIP_y2016_s5000/CIK__1585689__serial__895298__date__2016-09-23.txt.gz,False,False
2863,GZIP_y2016_s5000/CIK__1585755__serial__857564__date__2016-02-23.txt.gz,False,False
2864,GZIP_y2016_s5000/CIK__1585755__serial__895301__date__2016-09-26.txt.gz,False,False
2865,GZIP_y2016_s5000/CIK__1585790__serial__857566__date__2016-02-01.txt.gz,True,False
2866,GZIP_y2016_s5000/CIK__1585790__serial__857567__date__2016-03-03.txt.gz,False,False
2867,GZIP_y2016_s5000/CIK__1585790__serial__895302__date__2016-08-04.txt.gz,False,False
2868,GZIP_y2016_s5000/CIK__1585790__serial__912148__date__2016-10-06.txt.gz,False,False
2869,GZIP_y2016_s5000/CIK__1585854__serial__895305__date__2016-08-03.txt.gz,False,False
2870,GZIP_y2016_s5000/CIK__1586105__serial__857573__date__2016-01-07.txt.gz,True,False
2871,GZIP_y2016_s5000/CIK__1586105__serial__876899__date__2016-06-16.txt.gz,False,False
2872,GZIP_y2016_s5000/CIK__1586300__serial__912172__date__2016-11-25.txt.gz,False,False
2873,GZIP_y2016_s5000/CIK__1586372__serial__895320__date__2016-07-06.txt.gz,False,False
2874,GZIP_y2016_s5000/CIK__1586454__serial__857581__date__2016-01-28.txt.gz,False,False
2875,GZIP_y2016_s5000/CIK__1587246__serial__876932__date__2016-05-17.txt.gz,False,False
2876,GZIP_y2016_s5000/CIK__1587246__serial__912198__date__2016-11-10.txt.gz,False,False
2877,GZIP_y2016_s5000/CIK__1587523__serial__876939__date__2016-05-04.txt.gz,False,False
2878,GZIP_y2016_s5000/CIK__1587732__serial__857602__date__2016-01-06.txt.gz,False,False
2879,GZIP_y2016_s5000/CIK__1587732__serial__857607__date__2016-03-01.txt.gz,False,False
2880,GZIP_y2016_s5000/CIK__1587987__serial__857613__date__2016-02-02.txt.gz,False,False
2881,GZIP_y2016_s5000/CIK__1587987__serial__876958__date__2016-06-23.txt.gz,False,False
2882,GZIP_y2016_s5000/CIK__1588238__serial__876963__date__2016-04-15.txt.gz,False,False
2883,GZIP_y2016_s5000/CIK__1588238__serial__912222__date__2016-10-25.txt.gz,False,False
2884,GZIP_y2016_s5000/CIK__1588272__serial__857632__date__2016-03-23.txt.gz,False,False
2885,GZIP_y2016_s5000/CIK__1588272__serial__912227__date__2016-11-16.txt.gz,False,False
2886,GZIP_y2016_s5000/CIK__1588272__serial__912228__date__2016-11-17.txt.gz,False,False
2887,GZIP_y2016_s5000/CIK__1588972__serial__895374__date__2016-08-12.txt.gz,False,False
2888,GZIP_y2016_s5000/CIK__1589149__serial__857648__date__2016-01-15.txt.gz,False,False
2889,GZIP_y2016_s5000/CIK__1590364__serial__877009__date__2016-05-05.txt.gz,False,False
2890,GZIP_y2016_s5000/CIK__1590714__serial__857676__date__2016-03-25.txt.gz,True,False
2891,GZIP_y2016_s5000/CIK__1590717__serial__877024__date__2016-05-11.txt.gz,False,False
2892,GZIP_y2016_s5000/CIK__1590799__serial__857682__date__2016-01-05.txt.gz,False,False
2893,GZIP_y2016_s5000/CIK__1590895__serial__895424__date__2016-09-19.txt.gz,False,True
2894,GZIP_y2016_s5000/CIK__1590955__serial__877041__date__2016-05-05.txt.gz,False,False
2895,GZIP_y2016_s5000/CIK__1590976__serial__895427__date__2016-09-07.txt.gz,False,False
2896,GZIP_y2016_s5000/CIK__1591096__serial__877053__date__2016-06-30.txt.gz,False,False
2897,GZIP_y2016_s5000/CIK__1591096__serial__895431__date__2016-09-07.txt.gz,False,False
2898,GZIP_y2016_s5000/CIK__1591157__serial__877056__date__2016-05-20.txt.gz,False,False
2899,GZIP_y2016_s5000/CIK__1591165__serial__895436__date__2016-09-02.txt.gz,False,False
2900,GZIP_y2016_s5000/CIK__1591165__serial__912295__date__2016-11-03.txt.gz,False,False
2901,GZIP_y2016_s5000/CIK__1591165__serial__912299__date__2016-12-12.txt.gz,False,False
2902,GZIP_y2016_s5000/CIK__1591330__serial__877059__date__2016-04-04.txt.gz,False,False
2903,GZIP_y2016_s5000/CIK__1591565__serial__895443__date__2016-07-11.txt.gz,True,False
2904,GZIP_y2016_s5000/CIK__1591670__serial__895447__date__2016-09-12.txt.gz,False,False
2905,GZIP_y2016_s5000/CIK__1591670__serial__912306__date__2016-12-05.txt.gz,False,False
2906,GZIP_y2016_s5000/CIK__1591698__serial__912309__date__2016-12-09.txt.gz,False,False
2907,GZIP_y2016_s5000/CIK__1591763__serial__857717__date__2016-01-22.txt.gz,False,False
2908,GZIP_y2016_s5000/CIK__1591763__serial__857721__date__2016-02-19.txt.gz,False,False
2909,GZIP_y2016_s5000/CIK__1591890__serial__857726__date__2016-03-22.txt.gz,False,False
2910,GZIP_y2016_s5000/CIK__1592000__serial__857727__date__2016-01-07.txt.gz,False,False
2911,GZIP_y2016_s5000/CIK__1592000__serial__857730__date__2016-01-21.txt.gz,False,False
2912,GZIP_y2016_s5000/CIK__1592000__serial__857735__date__2016-03-01.txt.gz,False,False
2913,GZIP_y2016_s5000/CIK__1592057__serial__912328__date__2016-11-30.txt.gz,False,False
2914,GZIP_y2016_s5000/CIK__1592058__serial__877101__date__2016-06-21.txt.gz,False,False
2915,GZIP_y2016_s5000/CIK__1592143__serial__877102__date__2016-06-15.txt.gz,False,False
2916,GZIP_y2016_s5000/CIK__1592145__serial__877106__date__2016-06-24.txt.gz,False,False
2917,GZIP_y2016_s5000/CIK__1592745__serial__895497__date__2016-08-24.txt.gz,False,False
2918,GZIP_y2016_s5000/CIK__1592782__serial__877125__date__2016-05-31.txt.gz,True,False
2919,GZIP_y2016_s5000/CIK__1593034__serial__857760__date__2016-02-29.txt.gz,False,False
2920,GZIP_y2016_s5000/CIK__1593204__serial__877150__date__2016-05-31.txt.gz,False,False
2921,GZIP_y2016_s5000/CIK__1593204__serial__895507__date__2016-09-20.txt.gz,False,False
2922,GZIP_y2016_s5000/CIK__1593538__serial__857780__date__2016-02-26.txt.gz,False,False
2923,GZIP_y2016_s5000/CIK__1593548__serial__895520__date__2016-07-11.txt.gz,False,False
2924,GZIP_y2016_s5000/CIK__1594012__serial__857785__date__2016-02-02.txt.gz,False,False
2925,GZIP_y2016_s5000/CIK__1594012__serial__877167__date__2016-05-04.txt.gz,False,False
2926,GZIP_y2016_s5000/CIK__1594109__serial__877170__date__2016-05-03.txt.gz,False,False
2927,GZIP_y2016_s5000/CIK__1594109__serial__912378__date__2016-10-18.txt.gz,True,False
2928,GZIP_y2016_s5000/CIK__1594219__serial__877172__date__2016-04-01.txt.gz,True,False
2929,GZIP_y2016_s5000/CIK__1594337__serial__857791__date__2016-02-08.txt.gz,False,False
2930,GZIP_y2016_s5000/CIK__1594337__serial__877174__date__2016-06-15.txt.gz,False,False
2931,GZIP_y2016_s5000/CIK__1594466__serial__912387__date__2016-12-21.txt.gz,True,False
2932,GZIP_y2016_s5000/CIK__1594590__serial__857801__date__2016-02-12.txt.gz,False,False
2933,GZIP_y2016_s5000/CIK__1594590__serial__857803__date__2016-03-10.txt.gz,False,False
2934,GZIP_y2016_s5000/CIK__1594590__serial__895540__date__2016-08-08.txt.gz,False,False
2935,GZIP_y2016_s5000/CIK__1594617__serial__877193__date__2016-04-27.txt.gz,False,False
2936,GZIP_y2016_s5000/CIK__1594686__serial__857813__date__2016-03-02.txt.gz,True,False
2937,GZIP_y2016_s5000/CIK__1594864__serial__857817__date__2016-02-29.txt.gz,False,False
2938,GZIP_y2016_s5000/CIK__1594864__serial__895554__date__2016-08-26.txt.gz,False,False
2939,GZIP_y2016_s5000/CIK__1594879__serial__877207__date__2016-06-10.txt.gz,False,False
2940,GZIP_y2016_s5000/CIK__1595097__serial__912407__date__2016-11-10.txt.gz,False,False
2941,GZIP_y2016_s5000/CIK__1595097__serial__912408__date__2016-11-14.txt.gz,False,False
2942,GZIP_y2016_s5000/CIK__1595527__serial__895569__date__2016-09-09.txt.gz,False,False
2943,GZIP_y2016_s5000/CIK__1595552__serial__912416__date__2016-11-22.txt.gz,False,False
2944,GZIP_y2016_s5000/CIK__1595974__serial__857838__date__2016-02-23.txt.gz,False,False
2945,GZIP_y2016_s5000/CIK__1596062__serial__857839__date__2016-01-13.txt.gz,False,True
2946,GZIP_y2016_s5000/CIK__1596961__serial__912436__date__2016-10-28.txt.gz,False,False
2947,GZIP_y2016_s5000/CIK__1596967__serial__857847__date__2016-03-18.txt.gz,False,False
2948,GZIP_y2016_s5000/CIK__1597033__serial__912443__date__2016-11-02.txt.gz,False,False
2949,GZIP_y2016_s5000/CIK__1597264__serial__857860__date__2016-02-08.txt.gz,True,False
2950,GZIP_y2016_s5000/CIK__1597264__serial__857862__date__2016-03-11.txt.gz,False,False
2951,GZIP_y2016_s5000/CIK__1597264__serial__895591__date__2016-08-09.txt.gz,False,False
2952,GZIP_y2016_s5000/CIK__1597313__serial__857866__date__2016-03-30.txt.gz,True,False
2953,GZIP_y2016_s5000/CIK__1597553__serial__912466__date__2016-11-03.txt.gz,False,False
2954,GZIP_y2016_s5000/CIK__1597892__serial__912473__date__2016-10-19.txt.gz,False,False
2955,GZIP_y2016_s5000/CIK__1598014__serial__895607__date__2016-07-13.txt.gz,True,False
2956,GZIP_y2016_s5000/CIK__1598014__serial__895611__date__2016-07-28.txt.gz,False,False
2957,GZIP_y2016_s5000/CIK__1598893__serial__857894__date__2016-02-04.txt.gz,False,False
2958,GZIP_y2016_s5000/CIK__1598968__serial__857895__date__2016-01-07.txt.gz,False,False
2959,GZIP_y2016_s5000/CIK__1598981__serial__912485__date__2016-11-08.txt.gz,True,False
2960,GZIP_y2016_s5000/CIK__1599222__serial__877287__date__2016-05-02.txt.gz,False,False
2961,GZIP_y2016_s5000/CIK__1599489__serial__877294__date__2016-05-10.txt.gz,False,False
2962,GZIP_y2016_s5000/CIK__1599489__serial__877295__date__2016-05-13.txt.gz,False,False
2963,GZIP_y2016_s5000/CIK__1599891__serial__895641__date__2016-07-27.txt.gz,False,False
2964,GZIP_y2016_s5000/CIK__1599891__serial__895643__date__2016-09-29.txt.gz,True,False
2965,GZIP_y2016_s5000/CIK__1599947__serial__877305__date__2016-04-08.txt.gz,False,False
2966,GZIP_y2016_s5000/CIK__1599947__serial__895644__date__2016-07-01.txt.gz,False,False
2967,GZIP_y2016_s5000/CIK__1599947__serial__895650__date__2016-07-26.txt.gz,False,False
2968,GZIP_y2016_s5000/CIK__1599947__serial__895662__date__2016-09-16.txt.gz,False,False
2969,GZIP_y2016_s5000/CIK__1599947__serial__912499__date__2016-12-01.txt.gz,False,False
2970,GZIP_y2016_s5000/CIK__1600132__serial__877324__date__2016-06-16.txt.gz,False,False
2971,GZIP_y2016_s5000/CIK__1600132__serial__877325__date__2016-06-17.txt.gz,False,False
2972,GZIP_y2016_s5000/CIK__1600132__serial__912513__date__2016-12-12.txt.gz,False,False
2973,GZIP_y2016_s5000/CIK__1600422__serial__857932__date__2016-03-14.txt.gz,False,False
2974,GZIP_y2016_s5000/CIK__1600422__serial__895681__date__2016-09-30.txt.gz,False,False
2975,GZIP_y2016_s5000/CIK__1601046__serial__912531__date__2016-11-17.txt.gz,False,False
2976,GZIP_y2016_s5000/CIK__1601548__serial__877346__date__2016-04-20.txt.gz,False,False
2977,GZIP_y2016_s5000/CIK__1601548__serial__877348__date__2016-05-13.txt.gz,False,False
2978,GZIP_y2016_s5000/CIK__1601548__serial__912539__date__2016-11-08.txt.gz,False,False
2979,GZIP_y2016_s5000/CIK__1601548__serial__912544__date__2016-12-22.txt.gz,False,False
2980,GZIP_y2016_s5000/CIK__1601712__serial__912545__date__2016-10-21.txt.gz,False,False
2981,GZIP_y2016_s5000/CIK__1602367__serial__877365__date__2016-05-17.txt.gz,False,False
2982,GZIP_y2016_s5000/CIK__1602367__serial__877366__date__2016-06-08.txt.gz,False,False
2983,GZIP_y2016_s5000/CIK__1602381__serial__877367__date__2016-05-10.txt.gz,False,False
2984,GZIP_y2016_s5000/CIK__1602381__serial__877370__date__2016-05-11.txt.gz,False,False
2985,GZIP_y2016_s5000/CIK__1602658__serial__895722__date__2016-09-07.txt.gz,False,False
2986,GZIP_y2016_s5000/CIK__1603145__serial__895723__date__2016-07-05.txt.gz,False,False
2987,GZIP_y2016_s5000/CIK__1603494__serial__877383__date__2016-05-02.txt.gz,True,False
2988,GZIP_y2016_s5000/CIK__1603923__serial__857981__date__2016-02-04.txt.gz,False,False
2989,GZIP_y2016_s5000/CIK__1603923__serial__877391__date__2016-05-27.txt.gz,False,False
2990,GZIP_y2016_s5000/CIK__1603923__serial__877399__date__2016-06-21.txt.gz,False,False
2991,GZIP_y2016_s5000/CIK__1603923__serial__912575__date__2016-11-07.txt.gz,False,False
2992,GZIP_y2016_s5000/CIK__1603923__serial__912576__date__2016-11-09.txt.gz,False,False
2993,GZIP_y2016_s5000/CIK__1603969__serial__895736__date__2016-07-22.txt.gz,False,False
2994,GZIP_y2016_s5000/CIK__1604028__serial__877405__date__2016-04-08.txt.gz,False,False
2995,GZIP_y2016_s5000/CIK__1604028__serial__877407__date__2016-05-31.txt.gz,False,False
2996,GZIP_y2016_s5000/CIK__1604028__serial__912581__date__2016-10-27.txt.gz,False,False
2997,GZIP_y2016_s5000/CIK__1604042__serial__877414__date__2016-05-10.txt.gz,False,False
2998,GZIP_y2016_s5000/CIK__1604082__serial__877415__date__2016-04-27.txt.gz,True,False
2999,GZIP_y2016_s5000/CIK__16040_0__serial__857992__date__2016-02-01.txt.gz,False,False
3000,GZIP_y2016_s5000/CIK__16040_0__serial__877417__date__2016-05-02.txt.gz,False,False
3001,GZIP_y2016_s5000/CIK__1604416__serial__877423__date__2016-05-24.txt.gz,False,False
3002,GZIP_y2016_s5000/CIK__1604738__serial__895753__date__2016-09-23.txt.gz,False,False
3003,GZIP_y2016_s5000/CIK__1604738__serial__912601__date__2016-12-19.txt.gz,False,False
3004,GZIP_y2016_s5000/CIK__1605024__serial__858021__date__2016-01-26.txt.gz,False,False
3005,GZIP_y2016_s5000/CIK__1605024__serial__895765__date__2016-09-26.txt.gz,False,False
3006,GZIP_y2016_s5000/CIK__1605024__serial__912618__date__2016-12-28.txt.gz,False,False
3007,GZIP_y2016_s5000/CIK__1605481__serial__877459__date__2016-06-24.txt.gz,False,False
3008,GZIP_y2016_s5000/CIK__1605607__serial__877460__date__2016-05-05.txt.gz,False,False
3009,GZIP_y2016_s5000/CIK__1605740__serial__912624__date__2016-12-07.txt.gz,False,False
3010,GZIP_y2016_s5000/CIK__1605997__serial__895778__date__2016-08-02.txt.gz,True,True
3011,GZIP_y2016_s5000/CIK__1606163__serial__877472__date__2016-06-06.txt.gz,False,False
3012,GZIP_y2016_s5000/CIK__1606180__serial__858038__date__2016-02-26.txt.gz,False,False
3013,GZIP_y2016_s5000/CIK__1606180__serial__877478__date__2016-05-05.txt.gz,False,False
3014,GZIP_y2016_s5000/CIK__1606698__serial__912656__date__2016-12-20.txt.gz,False,False
3015,GZIP_y2016_s5000/CIK__1606745__serial__858061__date__2016-02-24.txt.gz,False,False
3016,GZIP_y2016_s5000/CIK__1606909__serial__877517__date__2016-05-06.txt.gz,False,False
3017,GZIP_y2016_s5000/CIK__1606909__serial__895822__date__2016-08-15.txt.gz,False,False
3018,GZIP_y2016_s5000/CIK__1607678__serial__895831__date__2016-09-19.txt.gz,False,False
3019,GZIP_y2016_s5000/CIK__1607716__serial__858077__date__2016-03-09.txt.gz,False,False
3020,GZIP_y2016_s5000/CIK__1607741__serial__858079__date__2016-02-16.txt.gz,False,False
3021,GZIP_y2016_s5000/CIK__1607741__serial__912686__date__2016-11-23.txt.gz,False,False
3022,GZIP_y2016_s5000/CIK__1608249__serial__877545__date__2016-05-31.txt.gz,True,False
3023,GZIP_y2016_s5000/CIK__1608298__serial__895843__date__2016-07-14.txt.gz,False,False
3024,GZIP_y2016_s5000/CIK__1609132__serial__858097__date__2016-03-03.txt.gz,False,False
3025,GZIP_y2016_s5000/CIK__1609351__serial__858115__date__2016-01-07.txt.gz,False,False
3026,GZIP_y2016_s5000/CIK__1609472__serial__912716__date__2016-11-29.txt.gz,False,False
3027,GZIP_y2016_s5000/CIK__1609702__serial__858124__date__2016-02-03.txt.gz,False,False
3028,GZIP_y2016_s5000/CIK__1609702__serial__877575__date__2016-06-09.txt.gz,False,False
3029,GZIP_y2016_s5000/CIK__1609702__serial__912719__date__2016-11-18.txt.gz,False,False
3030,GZIP_y2016_s5000/CIK__1609711__serial__912721__date__2016-10-06.txt.gz,True,False
3031,GZIP_y2016_s5000/CIK__1609865__serial__858131__date__2016-01-28.txt.gz,False,False
3032,GZIP_y2016_s5000/CIK__1609951__serial__858135__date__2016-01-27.txt.gz,False,False
3033,GZIP_y2016_s5000/CIK__1609988__serial__912735__date__2016-12-29.txt.gz,False,False
