,path,items,AGM
1353,GZIP_y2016_s5000/CIK__1330399__serial__907089__date__2016-12-01.txt.gz,False,False
1354,GZIP_y2016_s5000/CIK__1330622__serial__890136__date__2016-07-06.txt.gz,False,False
1355,GZIP_y2016_s5000/CIK__1330622__serial__890137__date__2016-09-22.txt.gz,False,False
1356,GZIP_y2016_s5000/CIK__1330849__serial__870785__date__2016-04-29.txt.gz,False,False
1357,GZIP_y2016_s5000/CIK__1330849__serial__890139__date__2016-08-18.txt.gz,False,False
1358,GZIP_y2016_s5000/CIK__1330849__serial__907105__date__2016-11-07.txt.gz,False,False
1359,GZIP_y2016_s5000/CIK__1331451__serial__852001__date__2016-01-14.txt.gz,False,False
1360,GZIP_y2016_s5000/CIK__1331451__serial__852003__date__2016-01-21.txt.gz,False,False
1361,GZIP_y2016_s5000/CIK__1331451__serial__852009__date__2016-02-08.txt.gz,False,False
1362,GZIP_y2016_s5000/CIK__1331451__serial__870812__date__2016-06-07.txt.gz,False,False
1363,GZIP_y2016_s5000/CIK__1331451__serial__890148__date__2016-07-21.txt.gz,False,False
1364,GZIP_y2016_s5000/CIK__1331451__serial__890153__date__2016-08-04.txt.gz,False,False
1365,GZIP_y2016_s5000/CIK__1331451__serial__907123__date__2016-11-15.txt.gz,False,False
1366,GZIP_y2016_s5000/CIK__1331451__serial__907135__date__2016-12-22.txt.gz,False,False
1367,GZIP_y2016_s5000/CIK__1331463__serial__852034__date__2016-02-09.txt.gz,False,False
1368,GZIP_y2016_s5000/CIK__1331463__serial__870835__date__2016-05-31.txt.gz,False,False
1369,GZIP_y2016_s5000/CIK__1331463__serial__870840__date__2016-06-16.txt.gz,False,False
1370,GZIP_y2016_s5000/CIK__1331463__serial__890173__date__2016-07-12.txt.gz,False,False
1371,GZIP_y2016_s5000/CIK__1331463__serial__890177__date__2016-07-26.txt.gz,False,False
1372,GZIP_y2016_s5000/CIK__1331463__serial__890179__date__2016-07-29.txt.gz,False,False
1373,GZIP_y2016_s5000/CIK__1331463__serial__890180__date__2016-08-02.txt.gz,False,False
1374,GZIP_y2016_s5000/CIK__1331463__serial__907138__date__2016-10-04.txt.gz,False,False
1375,GZIP_y2016_s5000/CIK__1331463__serial__907146__date__2016-11-01.txt.gz,False,False
1376,GZIP_y2016_s5000/CIK__1331463__serial__907151__date__2016-11-17.txt.gz,False,False
1377,GZIP_y2016_s5000/CIK__1331463__serial__907158__date__2016-12-15.txt.gz,False,False
1378,GZIP_y2016_s5000/CIK__1331465__serial__870858__date__2016-05-26.txt.gz,False,False
1379,GZIP_y2016_s5000/CIK__1331465__serial__890221__date__2016-09-20.txt.gz,False,False
1380,GZIP_y2016_s5000/CIK__1331465__serial__907186__date__2016-12-22.txt.gz,False,False
1381,GZIP_y2016_s5000/CIK__1331520__serial__890225__date__2016-07-21.txt.gz,False,False
1382,GZIP_y2016_s5000/CIK__1331696__serial__890230__date__2016-07-20.txt.gz,False,False
1383,GZIP_y2016_s5000/CIK__1331754__serial__852093__date__2016-02-11.txt.gz,False,False
1384,GZIP_y2016_s5000/CIK__1331754__serial__870883__date__2016-04-26.txt.gz,False,False
1385,GZIP_y2016_s5000/CIK__1331754__serial__870889__date__2016-05-17.txt.gz,False,False
1386,GZIP_y2016_s5000/CIK__1331754__serial__870896__date__2016-06-16.txt.gz,False,False
1387,GZIP_y2016_s5000/CIK__1331754__serial__890255__date__2016-09-22.txt.gz,False,False
1388,GZIP_y2016_s5000/CIK__1331754__serial__890257__date__2016-09-29.txt.gz,False,False
1389,GZIP_y2016_s5000/CIK__1331754__serial__907196__date__2016-10-06.txt.gz,False,False
1390,GZIP_y2016_s5000/CIK__1331754__serial__907211__date__2016-11-23.txt.gz,False,False
1391,GZIP_y2016_s5000/CIK__1331754__serial__907219__date__2016-12-22.txt.gz,False,False
1392,GZIP_y2016_s5000/CIK__1331757__serial__852129__date__2016-03-29.txt.gz,False,False
1393,GZIP_y2016_s5000/CIK__1331757__serial__907224__date__2016-10-11.txt.gz,False,False
1394,GZIP_y2016_s5000/CIK__1332349__serial__870927__date__2016-04-12.txt.gz,True,False
1395,GZIP_y2016_s5000/CIK__1332551__serial__870932__date__2016-05-26.txt.gz,False,False
1396,GZIP_y2016_s5000/CIK__1332551__serial__907253__date__2016-11-14.txt.gz,False,False
1397,GZIP_y2016_s5000/CIK__1333274__serial__852140__date__2016-02-11.txt.gz,False,False
1398,GZIP_y2016_s5000/CIK__1333274__serial__907256__date__2016-11-14.txt.gz,False,False
1399,GZIP_y2016_s5000/CIK__1334036__serial__870948__date__2016-06-08.txt.gz,True,False
1400,GZIP_y2016_s5000/CIK__1334478__serial__907264__date__2016-11-04.txt.gz,False,False
1401,GZIP_y2016_s5000/CIK__1334586__serial__852150__date__2016-02-11.txt.gz,False,False
1402,GZIP_y2016_s5000/CIK__1334933__serial__852156__date__2016-03-10.txt.gz,False,False
1403,GZIP_y2016_s5000/CIK__1334978__serial__852160__date__2016-01-07.txt.gz,False,False
1404,GZIP_y2016_s5000/CIK__1334978__serial__852164__date__2016-02-25.txt.gz,False,False
1405,GZIP_y2016_s5000/CIK__1335105__serial__870958__date__2016-05-17.txt.gz,False,False
1406,GZIP_y2016_s5000/CIK__1335112__serial__870964__date__2016-06-13.txt.gz,False,False
1407,GZIP_y2016_s5000/CIK__1335236__serial__890310__date__2016-07-28.txt.gz,False,False
1408,GZIP_y2016_s5000/CIK__1335236__serial__907280__date__2016-12-09.txt.gz,False,False
1409,GZIP_y2016_s5000/CIK__1335982__serial__890317__date__2016-07-27.txt.gz,False,False
1410,GZIP_y2016_s5000/CIK__1336917__serial__852193__date__2016-01-28.txt.gz,False,False
1411,GZIP_y2016_s5000/CIK__1337068__serial__852204__date__2016-01-26.txt.gz,False,False
1412,GZIP_y2016_s5000/CIK__1337068__serial__890338__date__2016-07-25.txt.gz,False,False
1413,GZIP_y2016_s5000/CIK__1337553__serial__870997__date__2016-04-12.txt.gz,False,False
1414,GZIP_y2016_s5000/CIK__1337553__serial__870999__date__2016-05-05.txt.gz,False,False
1415,GZIP_y2016_s5000/CIK__1338042__serial__852224__date__2016-01-11.txt.gz,False,False
1416,GZIP_y2016_s5000/CIK__1338042__serial__852225__date__2016-02-03.txt.gz,True,False
1417,GZIP_y2016_s5000/CIK__1338042__serial__871014__date__2016-06-01.txt.gz,True,False
1418,GZIP_y2016_s5000/CIK__1338095__serial__871024__date__2016-06-21.txt.gz,False,False
1419,GZIP_y2016_s5000/CIK__1338749__serial__871027__date__2016-04-26.txt.gz,False,False
1420,GZIP_y2016_s5000/CIK__1338749__serial__907336__date__2016-12-12.txt.gz,False,False
1421,GZIP_y2016_s5000/CIK__1339469__serial__852249__date__2016-01-06.txt.gz,False,False
1422,GZIP_y2016_s5000/CIK__1339469__serial__852250__date__2016-01-08.txt.gz,False,False
1423,GZIP_y2016_s5000/CIK__1339469__serial__871050__date__2016-06-10.txt.gz,False,False
1424,GZIP_y2016_s5000/CIK__1339469__serial__890385__date__2016-08-16.txt.gz,False,False
1425,GZIP_y2016_s5000/CIK__1339605__serial__852255__date__2016-02-25.txt.gz,False,False
1426,GZIP_y2016_s5000/CIK__1339605__serial__890389__date__2016-08-18.txt.gz,False,False
1427,GZIP_y2016_s5000/CIK__1339920__serial__871059__date__2016-04-25.txt.gz,False,False
1428,GZIP_y2016_s5000/CIK__1339970__serial__852266__date__2016-01-29.txt.gz,False,False
1429,GZIP_y2016_s5000/CIK__1339970__serial__871069__date__2016-04-13.txt.gz,False,False
1430,GZIP_y2016_s5000/CIK__1340122__serial__852269__date__2016-02-17.txt.gz,False,False
1431,GZIP_y2016_s5000/CIK__1340122__serial__852270__date__2016-03-14.txt.gz,True,False
1432,GZIP_y2016_s5000/CIK__1340122__serial__871076__date__2016-06-29.txt.gz,False,False
1433,GZIP_y2016_s5000/CIK__1340127__serial__852273__date__2016-01-11.txt.gz,False,False
1434,GZIP_y2016_s5000/CIK__1340909__serial__890402__date__2016-07-25.txt.gz,False,False
1435,GZIP_y2016_s5000/CIK__1341141__serial__871092__date__2016-05-05.txt.gz,False,False
1436,GZIP_y2016_s5000/CIK__1341235__serial__852290__date__2016-03-09.txt.gz,False,False
1437,GZIP_y2016_s5000/CIK__1341319__serial__907377__date__2016-10-13.txt.gz,False,False
1438,GZIP_y2016_s5000/CIK__1341439__serial__852297__date__2016-03-15.txt.gz,False,False
1439,GZIP_y2016_s5000/CIK__1342287__serial__852308__date__2016-02-08.txt.gz,True,False
1440,GZIP_y2016_s5000/CIK__1342287__serial__907389__date__2016-12-02.txt.gz,True,False
1441,GZIP_y2016_s5000/CIK__1342423__serial__871120__date__2016-06-09.txt.gz,False,False
1442,GZIP_y2016_s5000/CIK__1342958__serial__852321__date__2016-01-15.txt.gz,False,False
1443,GZIP_y2016_s5000/CIK__1343009__serial__852326__date__2016-02-22.txt.gz,False,False
1444,GZIP_y2016_s5000/CIK__1343254__serial__871126__date__2016-05-26.txt.gz,False,False
1445,GZIP_y2016_s5000/CIK__1343719__serial__852339__date__2016-03-15.txt.gz,False,False
1446,GZIP_y2016_s5000/CIK__1345016__serial__871145__date__2016-04-21.txt.gz,False,False
1447,GZIP_y2016_s5000/CIK__1345122__serial__890460__date__2016-08-31.txt.gz,False,False
1448,GZIP_y2016_s5000/CIK__1345126__serial__871151__date__2016-04-07.txt.gz,False,False
1449,GZIP_y2016_s5000/CIK__1345126__serial__871152__date__2016-05-04.txt.gz,False,False
1450,GZIP_y2016_s5000/CIK__1345126__serial__907444__date__2016-12-07.txt.gz,False,False
1451,GZIP_y2016_s5000/CIK__1345801__serial__907448__date__2016-10-24.txt.gz,False,False
1452,GZIP_y2016_s5000/CIK__1346022__serial__852365__date__2016-02-02.txt.gz,False,False
1453,GZIP_y2016_s5000/CIK__1346022__serial__890474__date__2016-08-16.txt.gz,False,False
1454,GZIP_y2016_s5000/CIK__1346830__serial__871169__date__2016-06-16.txt.gz,False,False
1455,GZIP_y2016_s5000/CIK__1347022__serial__871178__date__2016-05-03.txt.gz,False,False
1456,GZIP_y2016_s5000/CIK__1347022__serial__907458__date__2016-10-28.txt.gz,False,False
1457,GZIP_y2016_s5000/CIK__1347078__serial__852382__date__2016-01-26.txt.gz,False,False
1458,GZIP_y2016_s5000/CIK__1347078__serial__852383__date__2016-03-24.txt.gz,False,False
1459,GZIP_y2016_s5000/CIK__1347185__serial__907466__date__2016-10-13.txt.gz,False,False
1460,GZIP_y2016_s5000/CIK__1347652__serial__871208__date__2016-04-06.txt.gz,False,False
1461,GZIP_y2016_s5000/CIK__1347652__serial__871215__date__2016-05-10.txt.gz,False,False
1462,GZIP_y2016_s5000/CIK__1348259__serial__907490__date__2016-11-03.txt.gz,False,False
1463,GZIP_y2016_s5000/CIK__1348334__serial__890509__date__2016-07-07.txt.gz,False,False
1464,GZIP_y2016_s5000/CIK__1348362__serial__871239__date__2016-06-08.txt.gz,False,False
1465,GZIP_y2016_s5000/CIK__1348952__serial__852441__date__2016-03-04.txt.gz,False,False
1466,GZIP_y2016_s5000/CIK__1348952__serial__890527__date__2016-08-09.txt.gz,False,False
1467,GZIP_y2016_s5000/CIK__1349437__serial__871260__date__2016-06-02.txt.gz,False,False
1468,GZIP_y2016_s5000/CIK__1349437__serial__890536__date__2016-07-25.txt.gz,False,False
1469,GZIP_y2016_s5000/CIK__1349437__serial__890539__date__2016-08-10.txt.gz,False,False
1470,GZIP_y2016_s5000/CIK__1349437__serial__907515__date__2016-10-25.txt.gz,False,False
1471,GZIP_y2016_s5000/CIK__1349929__serial__871268__date__2016-06-30.txt.gz,True,False
1472,GZIP_y2016_s5000/CIK__1350102__serial__907528__date__2016-10-20.txt.gz,False,False
1473,GZIP_y2016_s5000/CIK__1350420__serial__890558__date__2016-07-28.txt.gz,False,False
1474,GZIP_y2016_s5000/CIK__1351345__serial__871289__date__2016-04-12.txt.gz,False,False
1475,GZIP_y2016_s5000/CIK__1351345__serial__907546__date__2016-10-31.txt.gz,False,False
1476,GZIP_y2016_s5000/CIK__1352081__serial__852488__date__2016-02-10.txt.gz,False,False
1477,GZIP_y2016_s5000/CIK__1353283__serial__871305__date__2016-05-26.txt.gz,False,False
1478,GZIP_y2016_s5000/CIK__1353487__serial__907564__date__2016-11-21.txt.gz,False,True
1479,GZIP_y2016_s5000/CIK__1353523__serial__871314__date__2016-06-10.txt.gz,False,False
1480,GZIP_y2016_s5000/CIK__1354327__serial__852512__date__2016-02-25.txt.gz,False,False
1481,GZIP_y2016_s5000/CIK__1354327__serial__890605__date__2016-07-12.txt.gz,False,False
1482,GZIP_y2016_s5000/CIK__1354591__serial__907573__date__2016-10-24.txt.gz,False,False
1483,GZIP_y2016_s5000/CIK__1354730__serial__852517__date__2016-02-22.txt.gz,False,False
1484,GZIP_y2016_s5000/CIK__1355250__serial__890628__date__2016-09-15.txt.gz,False,False
1485,GZIP_y2016_s5000/CIK__1355754__serial__852531__date__2016-02-01.txt.gz,False,False
1486,GZIP_y2016_s5000/CIK__1355790__serial__871360__date__2016-05-19.txt.gz,False,False
1487,GZIP_y2016_s5000/CIK__1355848__serial__907603__date__2016-11-18.txt.gz,False,False
1488,GZIP_y2016_s5000/CIK__1356090__serial__871370__date__2016-06-06.txt.gz,False,False
1489,GZIP_y2016_s5000/CIK__1356104__serial__852552__date__2016-02-23.txt.gz,False,False
1490,GZIP_y2016_s5000/CIK__1356576__serial__907613__date__2016-12-15.txt.gz,False,False
1491,GZIP_y2016_s5000/CIK__1356949__serial__852557__date__2016-03-10.txt.gz,False,False
1492,GZIP_y2016_s5000/CIK__1357371__serial__871403__date__2016-04-29.txt.gz,False,False
1493,GZIP_y2016_s5000/CIK__1357459__serial__907633__date__2016-12-12.txt.gz,False,False
1494,GZIP_y2016_s5000/CIK__1357615__serial__890676__date__2016-09-30.txt.gz,True,False
1495,GZIP_y2016_s5000/CIK__1357615__serial__907636__date__2016-12-13.txt.gz,False,False
1496,GZIP_y2016_s5000/CIK__1357671__serial__907638__date__2016-12-01.txt.gz,False,False
1497,GZIP_y2016_s5000/CIK__1358356__serial__852587__date__2016-01-27.txt.gz,False,False
1498,GZIP_y2016_s5000/CIK__1358356__serial__871442__date__2016-06-22.txt.gz,True,True
1499,GZIP_y2016_s5000/CIK__1358403__serial__890687__date__2016-07-15.txt.gz,False,False
1500,GZIP_y2016_s5000/CIK__1358403__serial__907655__date__2016-12-19.txt.gz,False,False
1501,GZIP_y2016_s5000/CIK__1358483__serial__852592__date__2016-03-01.txt.gz,False,False
1502,GZIP_y2016_s5000/CIK__1358831__serial__871458__date__2016-05-13.txt.gz,False,False
1503,GZIP_y2016_s5000/CIK__1359687__serial__907671__date__2016-10-12.txt.gz,False,False
1504,GZIP_y2016_s5000/CIK__1359931__serial__907675__date__2016-11-07.txt.gz,False,False
1505,GZIP_y2016_s5000/CIK__1360214__serial__890709__date__2016-09-14.txt.gz,False,False
1506,GZIP_y2016_s5000/CIK__1360214__serial__907680__date__2016-12-29.txt.gz,False,False
1507,GZIP_y2016_s5000/CIK__1360442__serial__852607__date__2016-01-07.txt.gz,True,False
1508,GZIP_y2016_s5000/CIK__1360604__serial__890717__date__2016-07-08.txt.gz,False,False
1509,GZIP_y2016_s5000/CIK__1360886__serial__890731__date__2016-08-17.txt.gz,False,False
1510,GZIP_y2016_s5000/CIK__1360901__serial__907696__date__2016-10-26.txt.gz,False,False
1511,GZIP_y2016_s5000/CIK__1360901__serial__907697__date__2016-11-18.txt.gz,False,False
1512,GZIP_y2016_s5000/CIK__1361248__serial__890739__date__2016-09-01.txt.gz,False,False
1513,GZIP_y2016_s5000/CIK__1361658__serial__871516__date__2016-05-11.txt.gz,False,False
1514,GZIP_y2016_s5000/CIK__1362004__serial__852650__date__2016-03-07.txt.gz,False,False
1515,GZIP_y2016_s5000/CIK__1362004__serial__871526__date__2016-06-03.txt.gz,False,False
1516,GZIP_y2016_s5000/CIK__1362004__serial__890753__date__2016-09-16.txt.gz,False,False
1517,GZIP_y2016_s5000/CIK__1362468__serial__852658__date__2016-02-01.txt.gz,False,False
1518,GZIP_y2016_s5000/CIK__1362705__serial__871538__date__2016-05-10.txt.gz,False,False
1519,GZIP_y2016_s5000/CIK__1362705__serial__890774__date__2016-09-06.txt.gz,False,False
1520,GZIP_y2016_s5000/CIK__1362988__serial__871554__date__2016-05-06.txt.gz,False,False
1521,GZIP_y2016_s5000/CIK__1363573__serial__907745__date__2016-11-23.txt.gz,False,False
1522,GZIP_y2016_s5000/CIK__1363573__serial__907746__date__2016-12-02.txt.gz,False,False
1523,GZIP_y2016_s5000/CIK__1363829__serial__907747__date__2016-12-16.txt.gz,True,False
1524,GZIP_y2016_s5000/CIK__1364099__serial__852686__date__2016-03-21.txt.gz,True,False
1525,GZIP_y2016_s5000/CIK__1364250__serial__890786__date__2016-07-01.txt.gz,False,False
1526,GZIP_y2016_s5000/CIK__1364479__serial__852694__date__2016-03-01.txt.gz,False,False
1527,GZIP_y2016_s5000/CIK__1364856__serial__871585__date__2016-04-21.txt.gz,False,False
1528,GZIP_y2016_s5000/CIK__1364885__serial__871594__date__2016-06-07.txt.gz,False,False
1529,GZIP_y2016_s5000/CIK__1364962__serial__852706__date__2016-02-03.txt.gz,False,False
1530,GZIP_y2016_s5000/CIK__1364962__serial__890799__date__2016-08-04.txt.gz,False,False
1531,GZIP_y2016_s5000/CIK__1365216__serial__907774__date__2016-12-19.txt.gz,False,False
1532,GZIP_y2016_s5000/CIK__1365216__serial__907775__date__2016-12-27.txt.gz,False,False
1533,GZIP_y2016_s5000/CIK__1365916__serial__871622__date__2016-05-10.txt.gz,False,False
1534,GZIP_y2016_s5000/CIK__1365916__serial__871627__date__2016-06-20.txt.gz,False,False
1535,GZIP_y2016_s5000/CIK__1366246__serial__871630__date__2016-04-01.txt.gz,True,False
1536,GZIP_y2016_s5000/CIK__1366246__serial__907797__date__2016-11-18.txt.gz,True,False
1537,GZIP_y2016_s5000/CIK__1366340__serial__852731__date__2016-01-19.txt.gz,False,False
1538,GZIP_y2016_s5000/CIK__1366340__serial__852735__date__2016-03-22.txt.gz,False,False
1539,GZIP_y2016_s5000/CIK__1366367__serial__852739__date__2016-01-28.txt.gz,False,False
1540,GZIP_y2016_s5000/CIK__1366367__serial__852740__date__2016-01-28.txt.gz,False,False
1541,GZIP_y2016_s5000/CIK__1366367__serial__890831__date__2016-07-21.txt.gz,False,False
1542,GZIP_y2016_s5000/CIK__1366367__serial__907809__date__2016-10-19.txt.gz,False,False
1543,GZIP_y2016_s5000/CIK__1366407__serial__852745__date__2016-01-19.txt.gz,False,False
1544,GZIP_y2016_s5000/CIK__1366868__serial__871654__date__2016-06-17.txt.gz,False,False
1545,GZIP_y2016_s5000/CIK__1367064__serial__852750__date__2016-01-07.txt.gz,True,False
1546,GZIP_y2016_s5000/CIK__1367311__serial__852759__date__2016-03-22.txt.gz,False,False
1547,GZIP_y2016_s5000/CIK__1367311__serial__871662__date__2016-04-06.txt.gz,False,False
1548,GZIP_y2016_s5000/CIK__1367311__serial__890845__date__2016-08-08.txt.gz,False,False
1549,GZIP_y2016_s5000/CIK__1367832__serial__890853__date__2016-08-12.txt.gz,False,False
1550,GZIP_y2016_s5000/CIK__1367859__serial__871670__date__2016-05-18.txt.gz,False,False
1551,GZIP_y2016_s5000/CIK__1367920__serial__890860__date__2016-09-16.txt.gz,False,False
1552,GZIP_y2016_s5000/CIK__1368148__serial__871677__date__2016-04-22.txt.gz,False,False
1553,GZIP_y2016_s5000/CIK__1368265__serial__890866__date__2016-09-09.txt.gz,False,False
1554,GZIP_y2016_s5000/CIK__1368514__serial__890877__date__2016-08-04.txt.gz,False,False
1555,GZIP_y2016_s5000/CIK__1368514__serial__907851__date__2016-11-10.txt.gz,False,False
1556,GZIP_y2016_s5000/CIK__1368622__serial__852787__date__2016-03-08.txt.gz,False,False
1557,GZIP_y2016_s5000/CIK__1368622__serial__890880__date__2016-08-30.txt.gz,False,False
1558,GZIP_y2016_s5000/CIK__1368637__serial__890881__date__2016-09-12.txt.gz,False,True
1559,GZIP_y2016_s5000/CIK__1369203__serial__852797__date__2016-03-30.txt.gz,False,False
1560,GZIP_y2016_s5000/CIK__1369568__serial__871708__date__2016-06-24.txt.gz,False,False
1561,GZIP_y2016_s5000/CIK__1369628__serial__852801__date__2016-01-05.txt.gz,False,False
1562,GZIP_y2016_s5000/CIK__1369868__serial__907876__date__2016-11-02.txt.gz,False,False
1563,GZIP_y2016_s5000/CIK__1370450__serial__871734__date__2016-06-13.txt.gz,False,False
1564,GZIP_y2016_s5000/CIK__1370637__serial__907885__date__2016-11-01.txt.gz,False,False
1565,GZIP_y2016_s5000/CIK__1370755__serial__890904__date__2016-09-06.txt.gz,False,False
1566,GZIP_y2016_s5000/CIK__1370946__serial__871745__date__2016-04-22.txt.gz,False,False
1567,GZIP_y2016_s5000/CIK__1370946__serial__871746__date__2016-04-27.txt.gz,False,False
1568,GZIP_y2016_s5000/CIK__1371217__serial__907897__date__2016-11-01.txt.gz,False,False
1569,GZIP_y2016_s5000/CIK__1371217__serial__907902__date__2016-12-05.txt.gz,False,False
1570,GZIP_y2016_s5000/CIK__1371285__serial__871753__date__2016-06-03.txt.gz,False,False
1571,GZIP_y2016_s5000/CIK__1371446__serial__852843__date__2016-02-11.txt.gz,False,False
1572,GZIP_y2016_s5000/CIK__1371446__serial__907913__date__2016-11-07.txt.gz,False,False
1573,GZIP_y2016_s5000/CIK__1371489__serial__890925__date__2016-08-08.txt.gz,False,False
1574,GZIP_y2016_s5000/CIK__1371571__serial__907920__date__2016-10-25.txt.gz,False,False
1575,GZIP_y2016_s5000/CIK__1372117__serial__852855__date__2016-03-21.txt.gz,False,False
1576,GZIP_y2016_s5000/CIK__1372183__serial__871770__date__2016-06-17.txt.gz,False,False
1577,GZIP_y2016_s5000/CIK__1372514__serial__871777__date__2016-04-29.txt.gz,True,False
1578,GZIP_y2016_s5000/CIK__1372807__serial__890936__date__2016-09-20.txt.gz,False,False
1579,GZIP_y2016_s5000/CIK__1373525__serial__852876__date__2016-01-04.txt.gz,False,False
1580,GZIP_y2016_s5000/CIK__1373561__serial__890941__date__2016-09-21.txt.gz,False,False
1581,GZIP_y2016_s5000/CIK__1373835__serial__852888__date__2016-03-01.txt.gz,False,False
1582,GZIP_y2016_s5000/CIK__1373835__serial__907957__date__2016-12-23.txt.gz,False,False
1583,GZIP_y2016_s5000/CIK__1374310__serial__907959__date__2016-10-28.txt.gz,False,False
1584,GZIP_y2016_s5000/CIK__1374328__serial__890954__date__2016-09-02.txt.gz,False,False
1585,GZIP_y2016_s5000/CIK__1374567__serial__871819__date__2016-05-16.txt.gz,False,False
1586,GZIP_y2016_s5000/CIK__1375063__serial__852907__date__2016-03-28.txt.gz,False,False
1587,GZIP_y2016_s5000/CIK__1375063__serial__871824__date__2016-04-20.txt.gz,False,False
1588,GZIP_y2016_s5000/CIK__1375063__serial__907974__date__2016-10-19.txt.gz,True,False
1589,GZIP_y2016_s5000/CIK__1375151__serial__890964__date__2016-07-11.txt.gz,False,False
1590,GZIP_y2016_s5000/CIK__1375151__serial__890968__date__2016-09-27.txt.gz,False,False
1591,GZIP_y2016_s5000/CIK__1375557__serial__852924__date__2016-02-25.txt.gz,False,False
1592,GZIP_y2016_s5000/CIK__1375576__serial__890974__date__2016-09-12.txt.gz,False,False
1593,GZIP_y2016_s5000/CIK__1376227__serial__890983__date__2016-09-27.txt.gz,False,False
1594,GZIP_y2016_s5000/CIK__1376231__serial__908002__date__2016-11-03.txt.gz,False,False
1595,GZIP_y2016_s5000/CIK__1376321__serial__890985__date__2016-08-02.txt.gz,False,False
1596,GZIP_y2016_s5000/CIK__1376755__serial__852949__date__2016-02-11.txt.gz,True,False
1597,GZIP_y2016_s5000/CIK__1376804__serial__871868__date__2016-05-17.txt.gz,False,False
1598,GZIP_y2016_s5000/CIK__1377013__serial__871871__date__2016-05-02.txt.gz,False,False
1599,GZIP_y2016_s5000/CIK__1377630__serial__891002__date__2016-08-19.txt.gz,False,False
1600,GZIP_y2016_s5000/CIK__1377936__serial__891008__date__2016-09-30.txt.gz,False,False
1601,GZIP_y2016_s5000/CIK__1378140__serial__891017__date__2016-09-14.txt.gz,False,False
1602,GZIP_y2016_s5000/CIK__1378140__serial__908025__date__2016-10-04.txt.gz,False,False
1603,GZIP_y2016_s5000/CIK__1378624__serial__871907__date__2016-05-05.txt.gz,True,False
1604,GZIP_y2016_s5000/CIK__1378706__serial__891029__date__2016-08-10.txt.gz,False,False
1605,GZIP_y2016_s5000/CIK__1378706__serial__908043__date__2016-11-16.txt.gz,False,False
1606,GZIP_y2016_s5000/CIK__1378946__serial__908054__date__2016-10-25.txt.gz,False,False
1607,GZIP_y2016_s5000/CIK__1378992__serial__871926__date__2016-06-20.txt.gz,False,False
1608,GZIP_y2016_s5000/CIK__1378992__serial__891041__date__2016-07-22.txt.gz,True,False
1609,GZIP_y2016_s5000/CIK__1378992__serial__891047__date__2016-09-30.txt.gz,True,False
1610,GZIP_y2016_s5000/CIK__1379661__serial__853004__date__2016-02-25.txt.gz,False,False
1611,GZIP_y2016_s5000/CIK__1379785__serial__908086__date__2016-11-02.txt.gz,True,False
1612,GZIP_y2016_s5000/CIK__1379895__serial__871940__date__2016-06-21.txt.gz,False,False
1613,GZIP_y2016_s5000/CIK__1379895__serial__871941__date__2016-06-28.txt.gz,False,False
1614,GZIP_y2016_s5000/CIK__1380509__serial__908101__date__2016-11-02.txt.gz,False,False
1615,GZIP_y2016_s5000/CIK__1381197__serial__908110__date__2016-12-20.txt.gz,True,False
1616,GZIP_y2016_s5000/CIK__1381668__serial__853029__date__2016-01-28.txt.gz,False,False
1617,GZIP_y2016_s5000/CIK__1382219__serial__853036__date__2016-01-19.txt.gz,True,False
1618,GZIP_y2016_s5000/CIK__1382219__serial__853039__date__2016-03-25.txt.gz,False,False
1619,GZIP_y2016_s5000/CIK__1382230__serial__853040__date__2016-01-28.txt.gz,False,False
1620,GZIP_y2016_s5000/CIK__1382230__serial__908116__date__2016-10-14.txt.gz,True,False
1621,GZIP_y2016_s5000/CIK__1382462__serial__891082__date__2016-09-20.txt.gz,False,False
1622,GZIP_y2016_s5000/CIK__1382911__serial__871978__date__2016-04-04.txt.gz,False,False
1623,GZIP_y2016_s5000/CIK__1382911__serial__871984__date__2016-06-08.txt.gz,False,False
1624,GZIP_y2016_s5000/CIK__1383062__serial__871994__date__2016-06-20.txt.gz,False,False
1625,GZIP_y2016_s5000/CIK__1383088__serial__891090__date__2016-08-24.txt.gz,False,False
1626,GZIP_y2016_s5000/CIK__1383151__serial__908137__date__2016-11-28.txt.gz,False,False
1627,GZIP_y2016_s5000/CIK__1383154__serial__891119__date__2016-08-18.txt.gz,True,False
1628,GZIP_y2016_s5000/CIK__1383183__serial__853076__date__2016-02-17.txt.gz,False,False
1629,GZIP_y2016_s5000/CIK__1383312__serial__872014__date__2016-05-03.txt.gz,False,False
1630,GZIP_y2016_s5000/CIK__1383650__serial__853088__date__2016-01-14.txt.gz,False,False
1631,GZIP_y2016_s5000/CIK__1383650__serial__872025__date__2016-04-22.txt.gz,False,False
1632,GZIP_y2016_s5000/CIK__1383650__serial__891131__date__2016-07-22.txt.gz,False,False
1633,GZIP_y2016_s5000/CIK__1383650__serial__891132__date__2016-08-09.txt.gz,False,False
1634,GZIP_y2016_s5000/CIK__1383650__serial__908156__date__2016-10-21.txt.gz,False,False
1635,GZIP_y2016_s5000/CIK__1383701__serial__908159__date__2016-12-19.txt.gz,True,False
1636,GZIP_y2016_s5000/CIK__1383871__serial__872038__date__2016-05-17.txt.gz,False,False
1637,GZIP_y2016_s5000/CIK__1383875__serial__872040__date__2016-04-15.txt.gz,False,False
